NH3-N,TN,TKN,TP,Orthophosphate,SST,WATER TEMP.,CONDUCTIVITY,pH,OD mg/L
0.5180574064037576,0.6287894706021763,0.6287249879488245,0.5674903717845704,0.33304597701149435,76.67,31.8,940.0,7.4,0.0
0.5871475683928261,0.6782589740204069,0.6770424711191988,0.5919420530030252,0.40323036398467443,70.0,33.3,993.0,7.4,0.0
0.6870944103793913,0.7461111821979659,0.745327946590193,0.7812294993396259,0.595597940613027,80.0,26.2,965.0,7.4,0.0
0.7251946313004113,0.7861760455939558,0.7856292041562465,0.901670233557521,0.713351053639847,124.0,28.2,896.0,7.6,0.0
0.9347072471776778,0.9237256513048424,0.9202369347938308,0.8836439063352729,0.8338517720306515,90.0,30.9,985.0,7.5,0.0
0.7338765794199849,0.7928953200404345,0.7931402600825228,0.7713695512306755,0.7112167145593871,71.43,31.2,1052.0,7.4,0.0
0.7052308099217272,0.8160160764965838,0.816021637420221,0.7596511326393475,0.5885478927203066,90.0,31.4,1216.0,7.4,0.0
0.7048201636775615,0.7357123912867234,0.7353289996461027,0.8053957610075585,0.7238096264367817,92.0,31.6,1094.0,7.8,0.0
0.769345703021222,0.8746336805917808,0.874673206756756,0.8857587764377969,0.5660943486590039,86.67,25.7,903.0,7.5,0.0
0.8916133846729696,0.8955609130776785,0.894756719476399,0.836935304162158,0.7456154214559388,100.0,30.1,962.0,7.4,0.0
0.9387407619945,0.9249298288413959,0.9224779055590858,0.7241262995167499,0.5156202107279695,300.0,32.9,1028.0,7.8,0.0
0.5590943064721239,0.8020184004139351,0.8013966734390977,0.8249432446979308,0.7541594827586209,105.41,23.7,811.0,7.5,0.0
0.7016057687425685,0.7360862568231098,0.7359593706142984,0.7947761735446462,0.8906058429118775,103.03,24.8,819.0,7.5,0.0
0.6202208974045618,0.6605472683085665,0.6605523723984574,0.6774895643476841,0.6427250957854408,74.0,33.2,1005.0,7.5,0.0
0.5138293960744307,0.5668998235557987,0.5666241033354292,0.6263427905872321,0.5633093869731802,90.0,28.9,887.0,7.5,0.0
0.5574251306811003,0.8152307453388254,0.809286420899761,0.8700589941043452,0.6350071839080461,145.0,27.9,807.0,7.9,0.0
0.5581565433830553,0.7050208345088195,0.7045538353475581,0.6723069461934643,0.6754909003831419,71.67,30.8,976.0,7.0,0.0
0.7638584546863949,0.7680170149204332,0.7671092333780836,0.7700290011527742,0.8232590996168584,83.67,32.8,1067.0,7.8,0.0
0.000772219919731636,0.008954390609504108,0.004759181249958793,0.01240738587955056,0.005842911877394637,16.0,22.0,196.3,8.16,0.5778625954198473
0.0015656935987219407,0.014190550592666697,0.011693656563923143,0.015275237822597069,0.005435823754789273,46.25,24.9,157.5,8.19,0.5648854961832062
0.0008454273127337176,0.015870949452511426,0.01518759206694167,0.04205892650497786,0.006704980842911879,23.0,29.0,236.0,8.48,0.5435114503816794
0.021527696600225053,0.06535916007351883,0.04803987200263282,0.09011251709828692,0.020474137931034486,545.0,30.4,186.5,8.12,0.15114503816793895
0.0021867756748363753,0.0481629236749144,0.018173107719354844,0.04960410840275499,0.015684865900383146,175.0,30.8,285.0,8.05,0.38549618320610685
0.0010390726748682562,0.013902747473024783,0.005711017499950552,0.010990530455307346,0.022988505747126443,17.5,23.5,185.5,8.53,0.5610687022900763
0.004888364629493842,0.011744224075710418,0.007196810670669395,0.01064911950970657,0.01484674329501916,31.3,25.0,201.0,8.3,0.5725190839694656
0.0015349937242371968,0.018126954551639988,0.01441683685963127,0.015087461802516642,0.010296934865900385,38.1,27.5,282.0,8.4,0.5801526717557252
0.0055968232714494704,0.03625390910327998,0.02351732003028418,0.09309986287229371,0.014607279693486594,235.0,32.4,523.0,8.1,0.4122137404580153
0.002383703562011975,0.011733222569362814,0.010090067853388245,0.008319672627872482,0.006321839080459772,22.67,25.4,266.0,8.7,0.5748091603053435
0.0063754665495348375,0.016269626403002488,0.011328963987066542,0.013394746334228,0.01260225095785441,30.0,25.3,211.0,8.5,0.5458015267175573
0.0028388646241804018,0.01515431968460306,0.01176708724828226,0.021566758728128146,0.014956657088122608,24.62,34.2,386.0,8.5,0.4778625954198473
0.005132924552696924,0.08136249896106554,0.060218593605759076,0.11677910182632664,0.03246192528735632,290.0,30.5,178.0,7.5,0.44503816793893125
0.0043936007292400955,0.032907687219004646,0.026784114902329067,0.037714813633153606,0.01947796934865901,185.0,31.5,233.0,8.5,0.48091603053435117
0.006850464453678022,0.024991337474247713,0.017458069755946402,0.06829908896196221,0.012984195402298853,130.0,28.1,212.0,7.6,0.5603053435114503
0.0007610498884768022,0.015122939860590488,0.010725499804571768,0.012122990561865115,0.007118773946360154,15.33,21.5,203.0,8.3,0.6061068702290076
0.00599882632018316,0.02690427661277731,0.015213036274990228,0.014686986763326934,0.02386350574712644,13.5,24.5,220.0,8.5,0.6
0.001993767925479597,0.010119088056822734,0.008058106399320473,0.026029682609021478,0.0009554597701149426,15.33,26.8,255.0,8.8,0.5396946564885496
0.010231394400106742,0.03836865857449397,0.031170988885431326,0.037177262099305185,0.023600814176245218,130.0,31.1,338.0,8.0,0.4183206106870229
0.004810599485895179,0.021558983543440824,0.019532167375715028,0.013049238457280017,0.007830459770114944,18.0,31.4,295.0,7.9,0.4473282442748092
0.013682508982665199,0.12232017869602857,0.09421474855875742,0.15792014500405685,0.03869731800766284,706.67,28.7,202.0,8.8,0.4839694656488549
0.014613376407618764,0.08590412502873097,0.07752799118256044,0.09261676638426862,0.023441091954022997,95.71,30.2,304.0,8.0,0.3709923664122138
0.0007620653458636053,0.020404080686161626,0.013372138536469583,0.009355172025879632,0.013570402298850577,29.0,21.8,149.0,8.5,0.5908396946564886
0.0012540426421256594,0.016151905643097344,0.011363137229993076,0.016458226749103758,0.014791666666666672,48.67,24.1,187.0,8.6,0.5465648854961832
0.002356357058432488,0.013729926341665614,0.010106899104150295,0.012308376705326337,0.004695881226053641,20.5,21.4,183.0,8.5,0.5480916030534351
0.004735384793407556,0.07317696045972741,0.0577416835280976,0.05311551997825896,0.01888170498084292,148.0,31.2,267.0,7.6,0.5389312977099237
0.0009965651563509184,0.009225946778843657,0.004554884688984951,0.008122678512260836,0.005555555555555557,22.25,22.5,173.0,8.16,0.551145038167939
0.01571125114976934,0.05848205810981726,0.03660855079541473,0.09617256138270067,0.03500957854406131,425.0,30.7,207.6,8.03,0.3137404580152672
0.0021655219155777066,0.03225019635019689,0.02038322506079912,0.05361568701356409,0.011949233716475098,197.5,29.7,230.0,7.98,0.4198473282442748
0.005053671645950155,0.01374027797000112,0.009123698688945392,0.007576420999299595,0.007183908045977013,21.7,25.3,212.0,8.2,0.5801526717557252
0.0012988408435853204,0.02606475027079604,0.021776156158348034,0.023281324496935242,0.010057471264367818,45.6,27.2,263.0,8.4,0.5496183206106869
0.0004723057613037528,0.07824067067039489,0.04410948475571563,0.10163513651231307,0.02418582375478928,580.0,31.0,434.0,8.2,0.3282442748091603
0.001180764403259382,0.03725193605042533,0.02574600978636244,0.031987303609755005,0.01580459770114943,83.3,32.5,497.0,8.3,0.4274809160305343
0.005584472475791378,0.08376913649942605,0.06268371020012799,0.15455263814212358,0.033245689655172425,580.0,34.8,206.0,7.2,0.383969465648855
0.004133927021675292,0.03285444364187089,0.02669429406205545,0.0025738971188842413,0.006871408045977013,140.0,31.1,229.0,8.3,0.44122137404580153
0.0018344119616157109,0.022441494673936354,0.014950793780358355,0.06447528637123354,0.013822796934865903,110.0,28.8,210.0,7.7,0.48091603053435117
0.002095455355888295,0.014701563599534121,0.010720926347468148,0.026319881912782138,0.010029214559386976,9.5,27.2,259.0,8.7,0.5610687022900763
0.00802870202111443,0.05104559685713423,0.030936976461043108,0.0916486956480176,0.029491379310344835,313.33,30.5,302.0,7.6,0.3938931297709924
0.006901048400713654,0.03672662572729183,0.02382337020793397,0.0715940459979553,0.02202538314176246,236.0,30.5,395.0,8.1,0.45954198473282437
0.0009701160337179083,0.011093185567165601,0.00997477958954778,0.008131213785900855,0.010263409961685826,16.0,23.5,235.0,8.3,0.5152671755725191
0.00841058484441658,0.03998490519057336,0.027237606836654406,0.03939933523874783,0.03980603448275862,168.0,32.6,290.0,8.3,0.4015267175572519
0.013046124199884523,0.040347026502884104,0.030077421896263962,0.011478748107516453,0.009401340996168583,36.25,23.6,255.0,8.1,0.4618320610687022
0.001999341133462981,0.015583819420810609,0.013738549061679825,0.00967097715056035,0.008793103448275863,27.0,25.4,245.0,8.4,0.551145038167939
0.019718812765007813,0.07081416647725429,0.04341631581053871,0.03593742825035597,0.03842432950191571,136.92,29.5,542.0,7.9,0.34045801526717556
0.0010384822926666267,0.02218769410028439,0.014262569740577727,0.017294683565825655,0.012950191570881227,62.67,25.1,190.0,8.5,0.5038167938931297
0.0052394058865828565,0.06113047347860598,0.04500084458055548,0.051300920802390834,0.022483237547892727,134.29,26.6,258.0,7.7,0.4145038167938931
0.0029594442850412496,0.027117088451809303,0.01917104998867547,0.03206070696305917,0.02558908045977012,61.6,30.7,710.0,9.0,0.21755725190839692
0.0012256334505832385,0.0009005452453311545,0.0011329172926731175,0.0020967753224071586,0.0,9.6667,28.8,232.0,8.16,0.3541984732824427
0.0034808934608086583,0.024516648006270576,0.021193446649206738,0.03214093853527535,0.0011015325670498087,33.6667,22.6,327.0,8.15,0.5923664122137404
0.000701374055536073,0.015966110161425285,0.011131841021245079,0.01793824319828311,0.0073754789272030665,16.3333,27.3,201.8,8.19,0.5687022900763359
0.0011547875863876756,0.042766615181628484,0.041258619109398854,0.05515203626876758,0.010105363984674333,117.0,33.8,563.0,8.43,0.7297709923664123
0.012088665960569555,0.08777066751918283,0.06582063746284474,0.06486517767110962,0.01915708812260537,195.0,33.0,317.0,8.03,0.3916030534351145
0.0022670676542580134,0.009794590039426475,0.007568258963349103,0.02003792051372788,0.007662835249042148,9.3,26.5,256.0,8.55,0.5687022900763359
0.0009682268106726932,0.015898801367315484,0.010261259085277008,0.01884298220412517,0.011733716475095789,41.7,31.8,329.0,8.4,0.5267175572519084
0.005644053847579846,0.06570730900856954,0.03410359637165593,0.06612839816983249,0.02155172413793104,254.0,33.0,444.0,8.1,0.37404580152671757
0.012752255555201328,0.0685853402049887,0.024028061432718784,0.030109543408950744,0.022988505747126443,130.0,33.3,536.0,7.9,0.43511450381679395
0.004156290699473025,0.025252402755677732,0.01613478521327493,0.031133776245753066,0.01915708812260537,103.3,30.5,365.0,8.1,0.45038167938931295
0.0016724110854885235,0.013281464093462298,0.008372258792854338,0.010410131847786028,0.008453065134099618,50.0,25.5,261.0,8.4,0.6106870229007634
0.0015858138241534806,0.007964463927580937,0.007101627045670219,0.006978951844498239,0.008772030651340997,24.0,25.6,247.0,7.8,0.5343511450381679
0.0016357837736994175,0.014357360352413992,0.01029383045744136,0.016275401187734538,0.015583572796934867,10.0,26.6,294.0,8.5,0.5465648854961832
0.001792660132316459,0.024219166346234253,0.018963921134469947,0.03671345532970653,0.009355603448275863,96.0,30.4,203.0,7.4,0.4091603053435115
0.002435704426331518,0.00848213818407233,0.008256784804867533,0.011138361394752482,0.007321599616858239,15.5,24.9,224.0,8.3,0.6374045801526718
0.00693080366367579,0.014914375438566116,0.012200079879955342,0.016807148735507746,0.01637931034482759,9.0,29.6,218.0,7.6,0.45954198473282437
0.003974051521473972,0.03406491106918418,0.02374819835970291,0.034701520627281164,0.01579909003831418,45.0,32.2,394.0,8.3,0.3717557251908397
0.003791056654256833,0.017601713858293493,0.01501324352456513,0.05283641653023032,0.008037835249042146,86.0,29.5,238.0,8.1,0.45954198473282437
0.0015477459797923981,0.022159215517397243,0.011589883197155745,0.01040159657414601,0.013948754789272032,10.0,28.8,205.0,8.3,0.4687022900763359
0.007448734161521486,0.034822088583061454,0.026421581368673668,0.018836153985213155,0.02772509578544062,158.0,28.7,227.0,7.6,0.42290076335877863
0.0018516275066152324,0.017652822121958935,0.012794490010316049,0.005708903126863358,0.018467432950191574,12.5,23.1,289.0,8.3,0.5458015267175573
0.0055029525013903504,0.03980897392872774,0.030167289167574163,0.033383674377262175,0.016690613026819928,97.18,31.7,430.0,9.0,0.383206106870229
0.001794785508242326,0.02837643598960371,0.01788665143914391,0.030211966692630973,0.025172413793103456,103.0,27.9,214.0,7.9,0.4748091603053435
0.0017230186478122207,0.02654637950754519,0.021156348250975354,0.01150776803789252,0.01895593869731801,13.0,26.7,290.0,8.2,0.5648854961832062
0.0013594140574725267,0.015468466073663813,0.012214032406449124,0.00657779398341733,0.007890325670498086,12.5,22.5,217.0,8.6,0.5458015267175573
0.004322022791114512,0.053502112532922995,0.037745136139978056,0.055751212478296945,0.02228208812260537,162.0,28.2,230.0,7.2,0.4183206106870229
0.0023591672777122452,0.015204824490114415,0.011951348816969692,0.018330865785724,0.0841954022988506,58.0,25.9,,8.18,0.4
0.0053158013434737375,0.012182891733874303,0.008243830545660328,0.01809187812380346,0.01781609195402299,36.6667,25.9,,8.18,0.4
0.0009446115226075056,0.013728673005499428,0.012397086768185343,0.014046158418434282,0.005028735632183909,17.5,27.9,211.5,8.16,0.5381679389312978
0.01630399488020555,0.08345594171745443,0.0645762856823677,0.20750667074311338,0.0462404214559387,765.0,27.5,313.0,8.55,0.3717557251908397
0.008284243053267826,0.04548681886082465,0.042479755371583404,0.076934054598097,0.004717432950191572,295.0,31.0,300.0,7.82,0.3389312977099237
0.01022541973222625,0.05452012322894025,0.036726949938706385,0.08200400714026852,0.0181992337164751,290.0,30.0,220.0,8.0,0.45954198473282437
0.0012752255555201328,0.0408262651169459,0.02414413902418119,0.0932705683450941,0.0181992337164751,265.0,25.7,139.0,7.2,0.3435114503816794
0.0019128383332801993,0.013160029744916613,0.00726645722554684,0.012185468764910057,0.006704980842911879,31.5,25.0,211.0,8.5,0.5801526717557252
0.0030699874484743936,0.016107690728345905,0.007475396890179177,0.024646968279338342,0.02155172413793104,12.5,29.7,332.0,7.9,0.46564885496183206
0.009564191666400995,0.07301843664463432,0.026744277072939165,0.03983975535857282,0.02418582375478928,123.3,33.1,562.0,8.0,0.38167938931297707
0.004982825781754592,0.03971218852478364,0.0283693633534129,0.053666898655404215,0.013888888888888892,176.7,33.4,514.0,6.8,0.43511450381679395
0.002134467811771985,0.0095338496970025,0.00822214725157515,0.01123105446648309,0.008285440613026822,36.0,25.3,238.0,8.8,0.5396946564885496
0.00129187433360609,0.007854913062684982,0.007335384099357219,0.01737406161067783,0.08503352490421458,8.67,27.8,301.0,8.5,0.5549618320610686
0.002013061615828856,0.017659181642505864,0.013678583377930344,0.02862781990504338,0.014761494252873568,80.0,29.1,218.0,8.6,0.4312977099236641
0.0018345536533441022,0.023019514745836536,0.015837626579131164,0.06756966447668615,0.01354358237547893,112.0,27.4,210.0,7.8,0.5244274809160305
0.0011190576555450468,0.013025458576555014,0.011961285058798874,0.014144996887185705,0.0058402777777777784,17.0,23.5,213.0,8.3,0.6916030534351145
0.003668233541029792,0.010637156882107184,0.007532414203105513,0.02689515935611944,0.014973898467432955,13.0,25.8,248.0,8.3,0.4885496183206107
0.0033997985615928043,0.020529089363773834,0.015401267697305671,0.053440372492998094,0.023142480842911883,66.0,30.8,327.0,8.0,0.41755725190839693
0.004549981166807768,0.020031514905799366,0.014315663630912634,0.05232907986506757,0.013204501915708815,81.0,27.4,227.0,8.0,0.48091603053435117
0.004143609289782019,0.019518459425179647,0.01683977085726273,0.018863466860861218,0.02103208812260537,27.5,32.2,368.0,8.2,0.517557251908397
0.007552169123247007,0.04129348098778394,0.02119762544249939,0.02342983825827158,0.018180076628352495,40.77,32.7,370.0,8.3,0.383206106870229
0.0010415995106912313,0.016616638051532028,0.014134002200273962,0.008755995816350273,0.021697796934865905,12.0,26.5,264.0,8.6,0.5984732824427481
0.006340256155029643,0.04434955554958802,0.03493171712466705,0.038818936631226514,0.019018199233716483,117.14,31.6,431.0,8.0,0.3145038167938931
0.007001460605566832,0.03870884650389652,0.02456851869856776,0.047062303912757224,0.029164272030651348,172.0,27.5,260.0,7.9,0.5076335877862596
0.004717909480239317,0.013216012093672765,0.011754991963251877,0.009684633588384381,0.008984674329501917,12.0,21.9,215.0,8.2,0.5625954198473282
0.0013366253044896205,0.015258207326822188,0.011210773783439517,0.018433289069404238,0.04243295019157089,28.0,24.6,240.0,8.19,0.3847328244274809
0.0057408765286471155,0.016780778669443934,0.013165520423666493,0.02519322579229958,0.001245210727969349,16.0,24.3,247.0,8.53,0.5778625954198473
0.0016294548764979472,0.014390155982095768,0.010881113423686275,0.018228442502043772,0.005316091954022989,17.0,26.4,198.0,8.19,0.5770992366412214
0.0015066553785589715,0.03487059733467852,0.025771546856484175,0.034803943910961394,0.012164750957854409,54.29,33.8,523.0,8.04,0.5038167938931297
0.045452344939066656,0.09715908380105014,0.07768841041396149,0.11945678787267353,0.05002394636015327,305.0,30.6,254.0,7.92,0.23053435114503812
0.0013696867077808831,0.043286517591304204,0.028578303018045238,0.08780799321548169,0.007662835249042148,305.0,27.8,153.0,8.23,0.5076335877862596
0.0019128383332801993,0.01197632336574422,0.009750517682842404,0.022598502605733692,0.004549808429118775,19.3,25.9,261.0,8.77,0.5603053435114503
0.0008737656584119428,0.012092373010761121,0.008148646920661152,0.02123285882333059,0.004310344827586208,21.1,31.2,319.0,8.6,0.5801526717557252
0.00540790096692797,0.06032260547978532,0.03435896707287323,0.054349720546605765,0.020354406130268204,174.0,33.1,430.0,8.0,0.4198473282442748
0.007297124012142981,0.06995472601618813,0.02681392362781661,0.030792365300152294,0.023227969348659012,120.0,33.2,509.0,8.1,0.4885496183206107
0.005218978662406469,0.027132407004951533,0.01817775082301334,0.04035187177697399,0.016044061302682,230.0,30.4,370.0,8.1,0.4427480916030534
0.001982290895479916,0.022042237475220206,0.020945040603477183,0.00807146687042072,0.009106321839080462,35.0,25.6,246.0,7.7,0.5343511450381679
0.00195636130918434,0.009814852307446425,0.007778916576335086,0.016104695714934156,0.01468247126436782,10.5,27.8,295.0,8.6,0.5977099236641221
0.00019706957890399085,0.018820490440189994,0.01540741980965318,0.021348255722943653,0.01135895593869732,18.82,33.8,381.0,8.4,0.5389312977099237
0.004059302711389299,0.04451109665545155,0.033903896483304,0.03673393998644258,0.013630747126436785,30.0,36.0,365.0,9.0,0.7366412213740459
0.0030085168536407103,0.02293384689788506,0.01835959797779835,0.03653694587083093,0.011879549808429122,100.0,31.2,206.0,7.4,0.383969465648855
0.003516765083379678,0.020808003080607453,0.01585984383013707,0.016663926843828225,0.015776101532567054,8.0,26.7,243.0,8.4,0.5458015267175573
0.0040525487390026555,0.01515919376969377,0.011227280016945472,0.04939772548613932,0.01976891762452108,58.0,31.6,332.0,8.1,0.45038167938931295
0.008529369743384474,0.03530039879996311,0.02579288191779497,0.06288123866622351,0.026998084291187746,132.0,31.9,395.0,8.4,0.40992366412213743
0.005908072768148644,0.020833534002511173,0.01570713215080912,0.05413275389067647,0.012842672413793105,115.71,27.2,231.0,8.0,0.49312977099236643
0.0008357450446269906,0.014046184834265672,0.013090766454764702,0.0035460647864824484,0.0009746168582375481,17.5,23.0,230.0,8.3,0.6038167938931298
0.0017307644622976022,0.015637689666027455,0.01231165366086901,0.012011349182653662,0.012126436781609197,13.0,29.2,284.0,8.3,0.5519083969465649
0.0009954316225237894,0.011250177526944464,0.009579001433697549,0.010024337479257153,0.03417385057471265,17.0,25.2,247.0,8.6,0.6206106870229008
0.0008442701636185234,0.017116835231483878,0.013041108461137083,0.009266405180023432,0.015117337164750963,14.5,33.2,325.0,8.7,0.5977099236641221
0.0033932807420868115,0.057299697906527065,0.025464173394291714,0.04928659622334627,0.042741858237547906,198.18,29.3,318.0,8.0,0.4938931297709923
0.0016474733412916852,0.017447901658788092,0.01262838297693334,0.014406346966043098,0.015845306513409964,56.9,25.1,333.0,8.4,0.5206106870229008
0.0010964105942905319,0.01491056901020956,0.010619428101493418,0.011716028714708993,0.008357279693486592,16.0,24.0,142.0,8.3,0.5007633587786259
0.0035068230471042346,0.03926068577588089,0.024555471577287387,0.036538311514613335,0.035129310344827594,125.33,28.9,226.0,7.5,0.47175572519083964
0.0053606703907975945,0.014684922080438695,0.010556096167591527,0.025039590866779232,0.0024664750957854413,7.5,20.4,269.0,8.08,0.5877862595419847
0.0015869473579806096,0.016367641933183765,0.014695423079141052,0.020635389668529236,0.010225095785440615,32.0,24.8,192.3,8.01,0.5099236641221374
0.0023001290575492767,0.05299290990051783,0.05081412643858442,0.01708471583428118,0.010704022988505748,10.5,30.0,314.0,8.23,0.4389312977099237
0.001192572047291976,0.01918532731419413,0.013745908380978542,0.023725158726216243,0.015086206896551727,36.0,32.5,396.0,8.01,0.42290076335877863
0.006224989933983462,0.04106068539988004,0.02808845558207387,0.040164095756893566,0.019228927203065137,165.0,31.0,316.0,7.72,0.36259541984732824
0.0023851440945839514,0.03319019847483379,0.024654880426615792,0.08268682903147007,0.01077586206896552,290.0,24.8,136.0,7.95,0.5114503816793893
0.0012516102674549451,0.014366946053092388,0.00884511246943561,0.010990530455307346,0.010536398467432952,20.5,22.0,192.0,8.1,0.5648854961832062
0.0016058395884327595,0.007752116287129009,0.006987871006037056,0.021744975241731752,0.0038314176245210743,18.0,25.6,242.0,8.6,0.5267175572519084
0.0012516102674549451,0.008332364512213518,0.007220026188961877,0.01969650956812711,0.006465517241379312,19.0,30.1,286.0,8.6,0.46564885496183206
0.00460498117271159,0.03154229351559379,0.017643793902286257,0.03949834441297205,0.011494252873563222,168.0,32.8,372.0,8.2,0.40458015267175573
0.002668527551366204,0.041754662277081106,0.01845633704252312,0.028231783208146476,0.026101532567049817,93.3,33.2,429.0,8.0,0.40458015267175573
0.00510090222208053,0.021562024044140267,0.015229379999868137,0.024988379224939114,0.018678160919540235,76.7,29.0,341.0,8.0,0.4427480916030534
0.0017214364235118532,0.01076518285048983,0.006795600083538722,0.0083275250796213,0.008620689655172415,26.67,23.1,235.0,8.1,0.5748091603053435
0.0012358116397393345,0.007091120719041743,0.006084787344459511,0.008634794930661997,0.009538074712643679,41.0,25.9,168.7,7.6,0.5297709923664122
0.002118031571278614,0.010045582211669029,0.007744929057554891,0.017520868317286165,0.01719109195402299,11.0,24.7,293.0,8.5,0.499236641221374
0.0002337205059811621,0.02481714695707734,0.019372630334009093,0.032212122717433116,0.013872365900383144,78.0,31.5,361.0,8.1,0.37786259541984735
0.0062074201596629625,0.03486219534037929,0.019228995922333507,0.04069464836635717,0.03183788314176245,68.0,32.4,340.0,8.4,0.416793893129771
